dataset_id,subtask_A,subtask_B,subtask_C1,subtask_C2
25568,ABUS,OTH,0,0
7230,ABUS,IND,0,0
20358,ABUS,UNT,0,0
16569,ABUS,UNT,0,0
10291,ABUS,IND,0,0
6951,ABUS,GRP,1,stereotype
13784,ABUS,UNT,0,0
3952,ABUS,IND,0,0
14167,ABUS,IND,0,0
6204,ABUS,OTH,0,0
26683,ABUS,UNT,0,0
18085,ABUS,GRP,1,neosex
2118,ABUS,IND,0,0
17779,ABUS,UNT,0,0
9573,ABUS,GRP,1,neosex
27637,ABUS,GRP,1,neosex
3215,ABUS,IND,0,0
3407,ABUS,IND,0,0
14340,ABUS,IND,0,0
20182,ABUS,GRP,1,neosex
7127,ABUS,GRP,1,neosex
13382,ABUS,IND,0,0
8165,ABUS,GRP,1,discredit
27225,ABUS,OTH,0,0
9658,ABUS,OTH,0,0
24915,ABUS,IND,0,0
718,ABUS,IND,0,0
19494,ABUS,IND,0,0
3982,ABUS,GRP,1,neosex
9410,ABUS,IND,0,0
9282,ABUS,IND,0,0
329,ABUS,GRP,1,sexual_harassment
3300,ABUS,IND,0,0
14541,ABUS,GRP,1,neosex
22196,ABUS,GRP,1,benevolent
17804,ABUS,IND,0,0
14182,ABUS,IND,0,0
6172,ABUS,GRP,1,neosex
17719,ABUS,IND,0,0
20601,ABUS,IND,0,0
7477,ABUS,GRP,1,neosex
17622,ABUS,OTH,0,0
20604,ABUS,GRP,1,discredit
23008,ABUS,UNT,0,0
20927,ABUS,GRP,0,0
20502,ABUS,GRP,1,neosex
14080,ABUS,IND,0,0
14094,ABUS,GRP,1,neosex
17915,ABUS,UNT,0,0
19225,ABUS,OTH,0,0
22597,ABUS,IND,0,0
3636,ABUS,IND,0,0
8927,ABUS,IND,0,0
3637,ABUS,IND,0,0
8699,ABUS,IND,0,0
14916,ABUS,UNT,0,0
56,ABUS,IND,0,0
21400,ABUS,IND,0,0
11664,ABUS,OTH,0,0
17815,ABUS,IND,0,0
27736,ABUS,GRP,1,neosex
14019,ABUS,GRP,1,dominance
26009,ABUS,UNT,0,0
27874,ABUS,GRP,0,0
5445,ABUS,GRP,1,neosex
19116,ABUS,OTH,0,0
10797,ABUS,IND,0,0
10773,ABUS,OTH,0,0
19014,ABUS,IND,0,0
18474,ABUS,GRP,1,discredit
10665,ABUS,GRP,1,neosex
6477,ABUS,GRP,1,stereotype
4426,ABUS,GRP,1,neosex
19842,ABUS,GRP,1,neosex
13841,ABUS,GRP,1,neosex
19981,ABUS,OTH,0,0
3147,ABUS,IND,0,0
3445,ABUS,IND,0,0
19445,ABUS,GRP,1,neosex
119,ABUS,GRP,1,neosex
19642,ABUS,IND,0,0
15085,ABUS,UNT,0,0
2728,ABUS,IND,0,0
17590,ABUS,IND,0,0
19888,ABUS,GRP,1,neosex
8469,ABUS,GRP,1,neosex
24818,ABUS,UNT,0,0
7696,ABUS,IND,0,0
6212,ABUS,OTH,0,0
1359,ABUS,IND,0,0
3314,ABUS,UNT,0,0
9415,ABUS,IND,0,0
19064,ABUS,GRP,1,neosex
17187,ABUS,GRP,1,stereotype
15371,ABUS,IND,0,0
22177,ABUS,IND,0,0
11587,ABUS,GRP,1,discredit
22409,ABUS,UNT,0,0
216,ABUS,IND,0,0
9017,ABUS,UNT,0,0
18846,ABUS,UNT,0,0
9943,ABUS,IND,0,0
14056,ABUS,IND,0,0
10248,ABUS,UNT,0,0
22400,ABUS,UNT,0,0
7815,ABUS,IND,0,0
17993,ABUS,IND,0,0
15060,ABUS,IND,0,0
7551,ABUS,IND,0,0
20420,ABUS,IND,0,0
7253,ABUS,IND,0,0
22578,ABUS,GRP,1,discredit
3263,ABUS,IND,0,0
18064,ABUS,UNT,0,0
22797,ABUS,OTH,0,0
5525,ABUS,GRP,1,neosex
25969,ABUS,UNT,0,0
8874,ABUS,IND,0,0
16393,ABUS,IND,0,0
12975,ABUS,GRP,1,neosex
23014,ABUS,GRP,1,neosex
9301,ABUS,IND,0,0
9186,ABUS,GRP,1,neosex
11374,ABUS,IND,0,0
2735,ABUS,IND,0,0
12038,ABUS,OTH,0,0
18674,ABUS,GRP,1,discredit
12505,ABUS,GRP,1,neosex
19262,ABUS,GRP,0,0
6214,ABUS,IND,0,0
17249,ABUS,GRP,1,discredit
13375,ABUS,IND,0,0
11226,ABUS,IND,0,0
20286,ABUS,IND,0,0
7800,ABUS,UNT,0,0
9663,ABUS,OTH,0,0
7819,ABUS,IND,0,0
3230,ABUS,IND,0,0
19403,ABUS,GRP,1,discredit
3401,ABUS,IND,0,0
13724,ABUS,IND,0,0
25083,ABUS,GRP,1,stereotype
18038,ABUS,GRP,0,0
11558,ABUS,GRP,0,0
24310,ABUS,IND,0,0
21853,ABUS,IND,0,0
6488,ABUS,IND,0,0
13005,ABUS,OTH,0,0
14181,ABUS,GRP,1,neosex
19254,ABUS,GRP,1,neosex
17721,ABUS,IND,0,0
11526,ABUS,IND,0,0
23581,ABUS,IND,0,0
25860,ABUS,IND,0,0
7384,ABUS,IND,0,0
25794,ABUS,UNT,0,0
20592,ABUS,GRP,0,0
5230,ABUS,OTH,0,0
105,ABUS,UNT,0,0
9157,ABUS,GRP,1,neosex
3501,ABUS,IND,0,0
12387,ABUS,IND,0,0
25304,ABUS,UNT,0,0
26147,ABUS,OTH,0,0
26610,ABUS,UNT,0,0
2912,ABUS,IND,0,0
17841,ABUS,IND,0,0
14084,ABUS,GRP,1,neosex
5637,ABUS,IND,0,0
7254,ABUS,IND,0,0
26508,ABUS,IND,0,0
17803,ABUS,IND,0,0
5295,ABUS,GRP,1,neosex
3233,ABUS,UNT,0,0
17419,ABUS,UNT,0,0
14725,ABUS,OTH,0,0
27717,ABUS,IND,0,0
7848,ABUS,IND,0,0
17106,ABUS,GRP,0,0
1952,ABUS,GRP,0,0
11408,ABUS,OTH,0,0
19415,ABUS,GRP,1,neosex
6835,ABUS,IND,0,0
3261,ABUS,IND,0,0
719,ABUS,IND,0,0
10036,ABUS,IND,0,0
5132,ABUS,OTH,0,0
18953,ABUS,IND,0,0
9785,ABUS,GRP,1,neosex
11162,ABUS,GRP,1,neosex
15113,ABUS,GRP,1,dominance
3489,ABUS,IND,0,0
18701,ABUS,IND,0,0
9606,ABUS,GRP,1,neosex
17914,ABUS,UNT,0,0
18182,ABUS,OTH,0,0
20980,ABUS,UNT,0,0
15264,ABUS,GRP,1,stereotype
19478,ABUS,GRP,1,neosex
9191,ABUS,OTH,0,0
8329,ABUS,UNT,0,0
18042,ABUS,OTH,0,0
15252,ABUS,GRP,1,neosex
2186,ABUS,OTH,0,0
18971,ABUS,OTH,0,0
10229,ABUS,OTH,0,0
23329,ABUS,GRP,0,0
3596,ABUS,IND,0,0
5506,ABUS,IND,0,0
13068,ABUS,IND,0,0
15999,ABUS,OTH,0,0
19416,ABUS,IND,0,0
9061,ABUS,IND,0,0
27849,ABUS,IND,0,0
19456,ABUS,IND,0,0
25650,ABUS,OTH,0,0
19564,ABUS,GRP,1,neosex
1570,ABUS,UNT,0,0
9307,ABUS,GRP,1,neosex
9107,ABUS,UNT,0,0
14236,ABUS,IND,0,0
12550,ABUS,IND,0,0
4947,ABUS,GRP,1,neosex
17068,ABUS,IND,0,0
11588,ABUS,IND,0,0
22129,ABUS,GRP,1,discredit
19603,ABUS,UNT,0,0
10852,ABUS,IND,0,0
4196,ABUS,GRP,1,neosex
3655,ABUS,OTH,0,0
9524,ABUS,GRP,1,neosex
17244,ABUS,GRP,1,stereotype
8584,ABUS,GRP,1,neosex
15395,ABUS,GRP,1,neosex
6705,ABUS,UNT,0,0
1384,ABUS,IND,0,0
14535,ABUS,IND,0,0
3454,ABUS,UNT,0,0
15502,ABUS,GRP,1,neosex
4313,ABUS,GRP,1,neosex
740,ABUS,GRP,0,0
14153,ABUS,IND,0,0
27734,ABUS,IND,0,0
4138,ABUS,GRP,1,stereotype
20782,ABUS,GRP,1,dominance
6527,ABUS,GRP,1,discredit
9427,ABUS,OTH,0,0
21180,ABUS,GRP,0,0
3421,ABUS,IND,0,0
27788,ABUS,IND,0,0
3191,ABUS,IND,0,0
17100,ABUS,IND,0,0
7412,ABUS,IND,0,0
3164,ABUS,UNT,0,0
15004,ABUS,IND,0,0
10953,ABUS,IND,0,0
5710,ABUS,IND,0,0
26011,ABUS,UNT,0,0
27364,ABUS,GRP,0,0
14908,ABUS,IND,0,0
9065,ABUS,IND,0,0
8114,ABUS,GRP,1,neosex
19161,ABUS,GRP,1,neosex
1361,ABUS,IND,0,0
12274,ABUS,GRP,1,neosex
6790,ABUS,GRP,0,0
24973,ABUS,GRP,1,discredit
10819,ABUS,IND,0,0
17753,ABUS,OTH,0,0
22141,ABUS,IND,0,0
12359,ABUS,IND,0,0
6635,ABUS,GRP,1,neosex
21686,ABUS,IND,0,0
6452,ABUS,IND,0,0
5208,ABUS,GRP,1,discredit
27631,ABUS,GRP,1,stereotype
8915,ABUS,UNT,0,0
18716,ABUS,UNT,0,0
3195,ABUS,IND,0,0
11740,ABUS,GRP,1,neosex
18113,ABUS,UNT,0,0
19007,ABUS,UNT,0,0
25301,ABUS,UNT,0,0
27188,ABUS,IND,0,0
9416,ABUS,IND,0,0
6323,ABUS,UNT,0,0
13066,ABUS,IND,0,0
17644,ABUS,IND,0,0
21521,ABUS,GRP,0,0
10120,ABUS,GRP,1,neosex
21805,ABUS,UNT,0,0
14517,ABUS,GRP,1,neosex
26299,ABUS,IND,0,0
8425,ABUS,GRP,1,benevolent
20907,ABUS,OTH,0,0
14001,ABUS,UNT,0,0
22857,ABUS,IND,0,0
8624,ABUS,IND,0,0
8623,ABUS,OTH,0,0
26275,ABUS,UNT,0,0
19426,ABUS,UNT,0,0
22299,ABUS,UNT,0,0
21251,ABUS,IND,0,0
22405,ABUS,GRP,1,neosex
11607,ABUS,IND,0,0
6485,ABUS,GRP,1,stereotype
5125,ABUS,GRP,1,neosex
2425,ABUS,GRP,1,neosex
10704,ABUS,IND,0,0
14406,ABUS,IND,0,0
1102,ABUS,GRP,0,0
7065,ABUS,IND,0,0
19252,ABUS,GRP,1,neosex
12902,ABUS,IND,0,0
14835,ABUS,GRP,0,0
12362,ABUS,IND,0,0
26223,ABUS,GRP,0,0
7425,ABUS,IND,0,0
3601,ABUS,IND,0,0
21774,ABUS,IND,0,0
426,ABUS,IND,0,0
11662,ABUS,GRP,0,0
9550,ABUS,OTH,0,0
11816,ABUS,IND,0,0
9557,ABUS,OTH,0,0
22795,ABUS,IND,0,0
18898,ABUS,IND,0,0
9787,ABUS,GRP,1,neosex
9455,ABUS,GRP,1,neosex
11670,ABUS,GRP,1,neosex
17298,ABUS,GRP,1,discredit
12890,ABUS,OTH,0,0
22939,ABUS,GRP,0,0
27570,ABUS,GRP,1,neosex
6089,ABUS,IND,0,0
10786,ABUS,IND,0,0
21397,ABUS,IND,0,0
8452,ABUS,GRP,1,neosex
9778,ABUS,GRP,1,neosex
696,ABUS,IND,0,0
22827,ABUS,GRP,0,0
19744,ABUS,IND,0,0
8287,ABUS,OTH,0,0
13479,ABUS,IND,0,0
15897,ABUS,GRP,1,neosex
21496,ABUS,IND,0,0
10219,ABUS,IND,0,0
19715,ABUS,GRP,1,stereotype
11343,ABUS,IND,0,0
7059,ABUS,GRP,1,neosex
18424,ABUS,IND,0,0
2644,ABUS,IND,0,0
25512,ABUS,IND,0,0
18907,ABUS,UNT,0,0
2750,ABUS,GRP,1,discredit
10871,ABUS,UNT,0,0
24393,ABUS,GRP,1,sexual_harassment
835,ABUS,IND,0,0
27057,ABUS,OTH,0,0
11485,ABUS,IND,0,0
5510,ABUS,GRP,1,neosex
7474,ABUS,GRP,1,discredit
3994,ABUS,GRP,1,discredit
9398,ABUS,GRP,1,neosex
17619,ABUS,UNT,0,0
17796,ABUS,UNT,0,0
19170,ABUS,GRP,0,0
13186,ABUS,GRP,1,neosex
5025,ABUS,GRP,0,0
18257,ABUS,GRP,1,sexual_harassment
19655,ABUS,GRP,1,neosex
26497,ABUS,IND,0,0
17230,ABUS,IND,0,0
7918,ABUS,IND,0,0
7049,ABUS,GRP,1,neosex
18678,ABUS,GRP,0,0
26248,ABUS,UNT,0,0
19010,ABUS,GRP,1,neosex
21824,ABUS,GRP,0,0
17901,ABUS,IND,0,0
3118,ABUS,IND,0,0
5366,ABUS,GRP,1,neosex
5579,ABUS,IND,0,0
20873,ABUS,GRP,0,0
5463,ABUS,GRP,1,discredit
25577,ABUS,UNT,0,0
23814,ABUS,IND,0,0
15634,ABUS,IND,0,0
19199,ABUS,IND,0,0
7543,ABUS,IND,0,0
19548,ABUS,GRP,0,0
9677,ABUS,IND,0,0
27619,ABUS,IND,0,0
19288,ABUS,GRP,0,0
9482,ABUS,OTH,0,0
15159,ABUS,GRP,1,neosex
9903,ABUS,IND,0,0
19729,ABUS,GRP,1,neosex
3919,ABUS,GRP,1,stereotype
7365,ABUS,IND,0,0
6392,ABUS,OTH,0,0
2,ABUS,IND,0,0
10918,ABUS,IND,0,0
17104,ABUS,UNT,0,0
3319,ABUS,IND,0,0
15073,ABUS,GRP,1,neosex
18305,ABUS,IND,0,0
3220,ABUS,IND,0,0
6750,ABUS,OTH,0,0
9176,ABUS,IND,0,0
1968,ABUS,IND,0,0
18815,ABUS,IND,0,0
130,ABUS,IND,0,0
3561,ABUS,IND,0,0
4200,ABUS,UNT,0,0
19628,ABUS,GRP,0,0
10612,ABUS,OTH,0,0
10496,ABUS,GRP,1,neosex
6791,ABUS,IND,0,0
11527,ABUS,OTH,0,0
10730,ABUS,IND,0,0
17976,ABUS,IND,0,0
19596,ABUS,GRP,1,neosex
18191,ABUS,GRP,1,neosex
9554,ABUS,OTH,0,0
572,ABUS,UNT,0,0
18901,ABUS,GRP,0,0
10814,ABUS,IND,0,0
26384,ABUS,UNT,0,0
25593,ABUS,UNT,0,0
15126,ABUS,IND,0,0
5701,ABUS,IND,0,0
17953,ABUS,IND,0,0
1279,ABUS,GRP,1,neosex
21607,ABUS,OTH,0,0
4049,ABUS,GRP,1,stereotype
25791,ABUS,UNT,0,0
17911,ABUS,UNT,0,0
22525,ABUS,OTH,0,0
112,ABUS,GRP,1,neosex
13940,ABUS,OTH,0,0
7459,ABUS,UNT,0,0
14540,ABUS,GRP,1,discredit
5240,ABUS,GRP,1,neosex
12411,ABUS,UNT,0,0
11441,ABUS,IND,0,0
7415,ABUS,IND,0,0
753,ABUS,OTH,0,0
13334,ABUS,UNT,0,0
9315,ABUS,GRP,1,neosex
7861,ABUS,IND,0,0
23503,ABUS,UNT,0,0
10342,ABUS,OTH,0,0
14737,ABUS,UNT,0,0
5386,ABUS,GRP,1,neosex
19678,ABUS,GRP,1,neosex
11666,ABUS,GRP,1,neosex
145,ABUS,IND,0,0
1525,ABUS,GRP,1,neosex
14143,ABUS,IND,0,0
11830,ABUS,OTH,0,0
25103,ABUS,GRP,1,stereotype
3172,ABUS,UNT,0,0
18332,ABUS,GRP,0,0
3806,ABUS,UNT,0,0
8384,ABUS,GRP,1,neosex
17760,ABUS,IND,0,0
12489,ABUS,GRP,1,discredit
23746,ABUS,GRP,1,neosex
19610,ABUS,GRP,0,0
3776,ABUS,IND,0,0
9433,ABUS,GRP,1,neosex
11354,ABUS,GRP,0,0
1076,ABUS,IND,0,0
7367,ABUS,IND,0,0
11682,ABUS,GRP,1,neosex
10701,ABUS,IND,0,0
13846,ABUS,GRP,1,neosex
17791,ABUS,IND,0,0
16967,ABUS,GRP,1,neosex
18894,ABUS,UNT,0,0
26670,ABUS,UNT,0,0
10948,ABUS,IND,0,0
6341,ABUS,OTH,0,0
6486,ABUS,GRP,1,neosex
18018,ABUS,IND,0,0
10900,ABUS,UNT,0,0
6939,ABUS,GRP,1,neosex
17720,ABUS,IND,0,0
19909,ABUS,UNT,0,0
19117,ABUS,GRP,1,neosex
4310,ABUS,GRP,1,neosex
3208,ABUS,IND,0,0
3614,ABUS,IND,0,0
17987,ABUS,UNT,0,0
9059,ABUS,GRP,0,0
12926,ABUS,IND,0,0
4317,ABUS,GRP,1,neosex
17608,ABUS,IND,0,0
11136,ABUS,UNT,0,0
19434,ABUS,UNT,0,0
17949,ABUS,IND,0,0
8172,ABUS,OTH,0,0
6800,ABUS,IND,0,0
19167,ABUS,GRP,1,neosex
25400,ABUS,UNT,0,0
19949,ABUS,OTH,0,0
13899,ABUS,OTH,0,0
15991,ABUS,IND,0,0
9714,ABUS,UNT,0,0
21586,ABUS,IND,0,0
9299,ABUS,OTH,0,0
19286,ABUS,GRP,0,0
17612,ABUS,GRP,1,dominance
14698,ABUS,IND,0,0
19868,ABUS,IND,0,0
17737,ABUS,IND,0,0
19911,ABUS,GRP,1,neosex
20206,ABUS,GRP,1,neosex
17780,ABUS,OTH,0,0
3224,ABUS,IND,0,0
13142,ABUS,GRP,1,stereotype
2343,ABUS,OTH,0,0
17859,ABUS,IND,0,0
9196,ABUS,IND,0,0
5055,ABUS,IND,0,0
9311,ABUS,OTH,0,0
19816,ABUS,IND,0,0
19993,ABUS,IND,0,0
18177,ABUS,GRP,0,0
19930,ABUS,UNT,0,0
15388,ABUS,IND,0,0
171,ABUS,IND,0,0
17626,ABUS,IND,0,0
17067,ABUS,GRP,1,stereotype
20057,ABUS,GRP,1,neosex
18844,ABUS,IND,0,0
5621,ABUS,IND,0,0
22530,ABUS,GRP,0,0
25725,ABUS,UNT,0,0
11596,ABUS,IND,0,0
10898,ABUS,IND,0,0
10228,ABUS,IND,0,0
17101,ABUS,GRP,0,0
6530,ABUS,GRP,1,stereotype
66,ABUS,UNT,0,0
19644,ABUS,GRP,1,sexual_harassment
17173,ABUS,GRP,1,stereotype
20840,ABUS,OTH,0,0
10264,ABUS,IND,0,0
14002,ABUS,GRP,1,neosex
23809,ABUS,IND,0,0
17894,ABUS,IND,0,0
1888,ABUS,IND,0,0
17122,ABUS,GRP,0,0
10194,ABUS,OTH,0,0
7389,ABUS,IND,0,0
8849,ABUS,IND,0,0
18798,ABUS,IND,0,0
19988,ABUS,IND,0,0
4874,ABUS,GRP,1,neosex
23534,ABUS,IND,0,0
18813,ABUS,GRP,1,stereotype
17909,ABUS,UNT,0,0
18003,ABUS,IND,0,0
9776,ABUS,OTH,0,0
11470,ABUS,IND,0,0
116,ABUS,GRP,1,discredit
17059,ABUS,GRP,1,dominance
14405,ABUS,UNT,0,0
14721,ABUS,GRP,1,neosex
24757,ABUS,UNT,0,0
24727,ABUS,IND,0,0
12799,ABUS,OTH,0,0
12638,ABUS,UNT,0,0
22411,ABUS,GRP,1,neosex
20010,ABUS,GRP,1,neosex
19538,ABUS,GRP,1,neosex
253,ABUS,IND,0,0
9510,ABUS,OTH,0,0
17905,ABUS,IND,0,0
9530,ABUS,IND,0,0
1307,ABUS,GRP,0,0
5402,ABUS,IND,0,0
12738,ABUS,IND,0,0
4248,ABUS,GRP,1,stereotype
13187,ABUS,GRP,1,discredit
18673,ABUS,GRP,1,neosex
11871,ABUS,GRP,0,0
14786,ABUS,IND,0,0
6215,ABUS,IND,0,0
3426,ABUS,UNT,0,0
20062,ABUS,GRP,1,neosex
10753,ABUS,UNT,0,0
27673,ABUS,OTH,0,0
22975,ABUS,GRP,1,neosex
17261,ABUS,IND,0,0
23164,ABUS,GRP,1,discredit
24768,ABUS,GRP,1,discredit
8564,ABUS,GRP,0,0
4226,ABUS,IND,0,0
7923,ABUS,IND,0,0
18931,ABUS,GRP,1,neosex
18598,ABUS,IND,0,0
10908,ABUS,IND,0,0
26254,ABUS,UNT,0,0
8090,ABUS,GRP,1,neosex
9960,ABUS,UNT,0,0
22845,ABUS,GRP,0,0
3751,ABUS,IND,0,0
7439,ABUS,UNT,0,0
17967,ABUS,IND,0,0
20910,ABUS,GRP,1,sexual_harassment
12379,ABUS,GRP,1,neosex
12907,ABUS,IND,0,0
19440,ABUS,GRP,1,stereotype
9393,ABUS,OTH,0,0
3120,ABUS,IND,0,0
12383,ABUS,OTH,0,0
17652,ABUS,UNT,0,0
10841,ABUS,OTH,0,0
10816,ABUS,GRP,1,neosex
3268,ABUS,IND,0,0
8331,ABUS,IND,0,0
538,ABUS,UNT,0,0
17441,ABUS,IND,0,0
21827,ABUS,UNT,0,0
26253,ABUS,UNT,0,0
24552,ABUS,IND,0,0
8909,ABUS,GRP,1,discredit
3142,ABUS,UNT,0,0
19425,ABUS,IND,0,0
20195,ABUS,IND,0,0
11512,ABUS,GRP,1,neosex
12002,ABUS,GRP,1,neosex
4949,ABUS,IND,0,0
20187,ABUS,IND,0,0
19275,ABUS,GRP,0,0
23845,ABUS,GRP,0,0
27701,ABUS,GRP,0,0
26406,ABUS,GRP,0,0
20198,ABUS,GRP,1,benevolent
7443,ABUS,UNT,0,0
17928,ABUS,IND,0,0
4142,ABUS,GRP,1,stereotype
25792,ABUS,OTH,0,0
13365,ABUS,GRP,0,0
12243,ABUS,UNT,0,0
9098,ABUS,OTH,0,0
14732,ABUS,IND,0,0
19732,ABUS,GRP,1,neosex
3357,ABUS,IND,0,0
26249,ABUS,UNT,0,0
6152,ABUS,OTH,0,0
2871,ABUS,IND,0,0
12717,ABUS,OTH,0,0
6993,ABUS,GRP,1,discredit
6143,ABUS,GRP,1,neosex
10987,ABUS,IND,0,0
18264,ABUS,GRP,1,neosex
19833,ABUS,GRP,0,0
5611,ABUS,IND,0,0
4186,ABUS,GRP,0,0
7340,ABUS,IND,0,0
19047,ABUS,IND,0,0
20246,ABUS,GRP,1,discredit
8356,ABUS,GRP,1,neosex
7376,ABUS,IND,0,0
26022,ABUS,OTH,0,0
11165,ABUS,GRP,1,neosex
12145,ABUS,UNT,0,0
19372,ABUS,GRP,1,neosex
20235,ABUS,GRP,1,neosex
7747,ABUS,IND,0,0
4428,ABUS,GRP,1,stereotype
133,ABUS,IND,0,0
7636,ABUS,IND,0,0
12137,ABUS,OTH,0,0
17579,ABUS,IND,0,0
18353,ABUS,OTH,0,0
19390,ABUS,UNT,0,0
21314,ABUS,IND,0,0
25972,ABUS,IND,0,0
14213,ABUS,IND,0,0
22279,ABUS,GRP,1,neosex
7646,ABUS,OTH,0,0
2590,ABUS,IND,0,0
3956,ABUS,GRP,1,stereotype
2955,ABUS,IND,0,0
17694,ABUS,IND,0,0
12998,ABUS,IND,0,0
10894,ABUS,IND,0,0
9572,ABUS,GRP,1,discredit
5289,ABUS,GRP,1,neosex
22674,ABUS,UNT,0,0
9737,ABUS,GRP,1,stereotype
10897,ABUS,GRP,0,0
20487,ABUS,UNT,0,0
17063,ABUS,GRP,1,benevolent
11438,ABUS,UNT,0,0
1449,ABUS,IND,0,0
10182,ABUS,IND,0,0
9094,ABUS,GRP,1,discredit
20193,ABUS,IND,0,0
24676,ABUS,UNT,0,0
7219,ABUS,GRP,0,0
9488,ABUS,GRP,1,discredit
6348,ABUS,IND,0,0
8821,ABUS,OTH,0,0
24946,ABUS,OTH,0,0
10842,ABUS,IND,0,0
19125,ABUS,IND,0,0
7306,ABUS,UNT,0,0
7575,ABUS,UNT,0,0
3446,ABUS,IND,0,0
4764,ABUS,IND,0,0
18014,ABUS,IND,0,0
19554,ABUS,GRP,1,sexual_harassment
1224,ABUS,IND,0,0
8775,ABUS,IND,0,0
11171,ABUS,IND,0,0
15297,ABUS,GRP,1,neosex
6411,ABUS,OTH,0,0
18195,ABUS,UNT,0,0
7434,ABUS,UNT,0,0
12790,ABUS,OTH,0,0
8490,ABUS,IND,0,0
11331,ABUS,GRP,0,0
14407,ABUS,OTH,0,0
17634,ABUS,IND,0,0
25707,ABUS,GRP,0,0
3616,ABUS,IND,0,0
17217,ABUS,IND,0,0
11050,ABUS,UNT,0,0
12961,ABUS,GRP,1,stereotype
27652,ABUS,GRP,0,0
22679,ABUS,UNT,0,0
11963,ABUS,IND,0,0
16270,ABUS,OTH,0,0
27756,ABUS,GRP,0,0
7977,ABUS,IND,0,0
10781,ABUS,UNT,0,0
26509,ABUS,UNT,0,0
10721,ABUS,IND,0,0
17897,ABUS,IND,0,0
11762,ABUS,GRP,1,neosex
4211,ABUS,GRP,0,0
26629,ABUS,GRP,0,0
26125,ABUS,OTH,0,0
9805,ABUS,GRP,1,benevolent
10674,ABUS,GRP,1,stereotype
345,ABUS,IND,0,0
8465,ABUS,GRP,1,neosex
11694,ABUS,GRP,1,neosex
18199,ABUS,IND,0,0
11645,ABUS,IND,0,0
18965,ABUS,GRP,1,dominance
21320,ABUS,IND,0,0
6983,ABUS,GRP,1,neosex
10359,ABUS,IND,0,0
19721,ABUS,GRP,1,neosex
9060,ABUS,IND,0,0
20922,ABUS,UNT,0,0
24467,ABUS,IND,0,0
22201,ABUS,OTH,0,0
22238,ABUS,IND,0,0
3342,ABUS,UNT,0,0
11582,ABUS,IND,0,0
27539,ABUS,UNT,0,0
24118,ABUS,GRP,1,discredit
21509,ABUS,IND,0,0
23410,ABUS,GRP,1,neosex
10943,ABUS,IND,0,0
19530,ABUS,GRP,1,neosex
9281,ABUS,IND,0,0
24740,ABUS,UNT,0,0
27620,ABUS,GRP,1,benevolent
14772,ABUS,OTH,0,0
24079,ABUS,IND,0,0
3343,ABUS,IND,0,0
19190,ABUS,GRP,1,stereotype
4612,ABUS,IND,0,0
17704,ABUS,IND,0,0
8180,ABUS,OTH,0,0
18017,ABUS,IND,0,0
1292,ABUS,IND,0,0
8737,ABUS,IND,0,0
21809,ABUS,GRP,0,0
9161,ABUS,IND,0,0
783,ABUS,IND,0,0
18161,ABUS,GRP,1,discredit
8462,ABUS,GRP,0,0
11575,ABUS,IND,0,0
11274,ABUS,GRP,1,neosex
6548,ABUS,GRP,1,neosex
5411,ABUS,IND,0,0
3846,ABUS,IND,0,0
14570,ABUS,UNT,0,0
1185,ABUS,OTH,0,0
6624,ABUS,GRP,1,stereotype
6871,ABUS,IND,0,0
13923,ABUS,OTH,0,0
8594,ABUS,IND,0,0
4036,ABUS,GRP,1,neosex
27654,ABUS,IND,0,0
13721,ABUS,IND,0,0
3951,ABUS,GRP,1,neosex
3181,ABUS,IND,0,0
7304,ABUS,GRP,0,0
8942,ABUS,IND,0,0
12729,ABUS,GRP,1,neosex
8411,ABUS,OTH,0,0
22908,ABUS,GRP,1,discredit
20326,ABUS,OTH,0,0
8844,ABUS,UNT,0,0
7144,ABUS,GRP,1,neosex
20472,ABUS,GRP,1,neosex
7681,ABUS,IND,0,0
14743,ABUS,GRP,1,neosex
13883,ABUS,GRP,1,neosex
14925,ABUS,GRP,0,0
6349,ABUS,OTH,0,0
17418,ABUS,IND,0,0
13758,ABUS,IND,0,0
3707,ABUS,UNT,0,0
18872,ABUS,IND,0,0
155,ABUS,GRP,0,0
8188,ABUS,IND,0,0
14713,ABUS,UNT,0,0
8561,ABUS,IND,0,0
19579,ABUS,UNT,0,0
6221,ABUS,GRP,1,neosex
12667,ABUS,IND,0,0
19169,ABUS,IND,0,0
22146,ABUS,GRP,0,0
3237,ABUS,IND,0,0
6287,ABUS,OTH,0,0
7422,ABUS,IND,0,0
16734,ABUS,GRP,1,neosex
2620,ABUS,GRP,1,neosex
14059,ABUS,GRP,0,0
11976,ABUS,IND,0,0
17975,ABUS,UNT,0,0
9200,ABUS,GRP,1,discredit
22877,ABUS,GRP,1,neosex
17640,ABUS,IND,0,0
26242,ABUS,OTH,0,0
12009,ABUS,GRP,1,neosex
19706,ABUS,GRP,1,neosex
20224,ABUS,IND,0,0
17775,ABUS,IND,0,0
17114,ABUS,GRP,0,0
9669,ABUS,OTH,0,0
7423,ABUS,IND,0,0
7226,ABUS,UNT,0,0
13469,ABUS,OTH,0,0
17380,ABUS,GRP,0,0
8872,ABUS,OTH,0,0
11072,ABUS,OTH,0,0
23861,ABUS,GRP,1,neosex
19101,ABUS,GRP,0,0
7971,ABUS,IND,0,0
19507,ABUS,UNT,0,0
14046,ABUS,GRP,1,discredit
